body_forms,body_html,body_noCharacters,body_noDistinctWords,body_noFunctionWords,body_noWords,body_richness,body_suspension,body_verifyYourAccount,script_javaScript,script_noOnClickEvents,script_nonModalJsLoads,script_popups,script_scripts,script_statusChange,send_diffSenderReplyTo,send_noCharacters,send_noWords,send_nonModalSenderDomain,subj_bank,subj_debit,subj_forward,subj_noCharacters,subj_noWords,subj_reply,subj_richness,subj_verify,url_atSymbol,url_ipAddress,url_linkText,url_maxNoPeriods,url_noDomains,url_noExtLinks,url_noImgLinks,url_noIntLinks,url_noIpAddresses,url_noLinks,url_noPorts,url_nonModalHereLinks,url_ports,label
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,161,22,0,24,0.149068323,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,134,17,0,19,0.141791045,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,174,23,0,25,0.143678161,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,181,24,0,27,0.149171271,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,148,24,0,24,0.162162162,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,232,33,0,36,0.155172414,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,154,21,0,23,0.149350649,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,164,20,0,22,0.134146341,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,174,23,0,25,0.143678161,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,160,21,0,23,0.14375,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,161,22,0,24,0.149068323,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,245,37,0,39,0.159183673,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,180,24,0,27,0.15,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,199,29,0,31,0.155778894,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,196,28,0,31,0.158163265,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,289,39,2,44,0.152249135,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,172,26,0,28,0.162790698,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,211,28,1,30,0.142180095,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,158,21,0,23,0.14556962,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,237,35,0,38,0.160337553,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,168,22,0,24,0.142857143,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,119,14,0,15,0.12605042,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,173,22,0,23,0.132947977,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,158,20,0,22,0.139240506,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,162,20,0,22,0.135802469,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,166,20,0,22,0.13253012,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,256,46,1,50,0.1953125,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,885,112,2,186,0.210169492,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,188,27,0,29,0.154255319,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,164,20,0,22,0.134146341,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,172,25,0,27,0.156976744,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,167,22,0,24,0.143712575,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,162,20,0,22,0.135802469,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,164,21,0,22,0.134146341,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,175,23,0,25,0.142857143,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,168,21,0,24,0.142857143,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,162,20,0,22,0.135802469,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,162,20,0,22,0.135802469,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,704,94,1,130,0.184659091,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,184,26,0,28,0.152173913,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,156,21,0,22,0.141025641,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,119,14,0,15,0.12605042,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,194,24,0,27,0.139175258,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,167,22,0,25,0.149700599,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,158,21,0,23,0.14556962,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,125,18,0,19,0.152,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,176,22,0,25,0.142045455,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,196,28,0,30,0.153061224,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,185,30,0,32,0.172972973,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,319,45,0,54,0.169278997,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,3,2,1,0,0,0,1,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,158,21,0,23,0.14556962,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,168,22,0,23,0.136904762,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,183,25,0,28,0.153005464,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,160,21,0,24,0.15,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,188,28,0,30,0.159574468,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,169,22,0,25,0.147928994,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,199,26,0,28,0.140703518,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,169,23,0,24,0.142011834,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,140,19,0,22,0.157142857,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,168,23,0,25,0.148809524,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,221,29,0,33,0.149321267,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,159,20,0,22,0.13836478,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,171,21,0,23,0.134502924,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,217,32,0,36,0.165898618,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,189,25,0,28,0.148148148,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,231,35,0,37,0.16017316,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,183,23,0,26,0.142076503,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,159,21,0,23,0.144654088,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,161,21,0,23,0.142857143,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,162,23,0,24,0.148148148,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,180,25,0,28,0.155555556,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,598,84,1,101,0.168896321,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,162,23,0,25,0.154320988,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,171,27,0,28,0.16374269,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,196,24,0,26,0.132653061,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,154,23,0,24,0.155844156,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,182,23,0,26,0.142857143,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,239,36,0,38,0.158995816,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,175,25,0,27,0.154285714,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,156,24,0,26,0.166666667,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,203,26,0,29,0.142857143,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,241,38,0,41,0.170124481,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,363,48,1,75,0.20661157,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,166,24,0,26,0.156626506,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,182,23,0,25,0.137362637,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,212,30,0,32,0.150943396,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,180,25,0,28,0.155555556,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,157,21,0,23,0.146496815,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,162,21,0,23,0.141975309,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,168,23,0,25,0.148809524,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,170,23,0,25,0.147058824,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,171,22,0,24,0.140350877,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,155,20,0,22,0.141935484,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,399,54,1,63,0.157894737,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,3,2,1,0,0,0,1,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,177,26,0,28,0.15819209,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,192,28,0,31,0.161458333,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,163,21,0,23,0.141104294,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,159,21,0,23,0.144654088,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,155,20,0,22,0.141935484,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,168,23,0,25,0.148809524,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,177,25,0,28,0.15819209,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,165,23,0,24,0.145454545,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,241,35,0,37,0.153526971,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,274,39,0,41,0.149635036,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1011,126,1,198,0.195845697,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,164,20,0,22,0.134146341,1,1,1,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,0.25,1,1,1,1,0,1,0,0,0,0,0,0,0,1,H
